_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
29014,2019,D32,Crimes Against Property,Fraud,23,1
29015,2023,D51,Crimes Against Property,Auto Theft,43,12
29016,2020,D41,Crimes Against Property,Break & Enter-Apartment,5,2
29017,2018,D53,Crimes Against the Person,Robbery-Other,20,3
29018,2020,D22,Crimes Against the Person,Other,19,14
29019,2016,D41,Criminal Code Traffic,Other,16,14
29020,2018,D53,Crimes Against Property,Fraud,7,3
29021,2015,NSA,Other Criminal Code Violations,Other,2,2
29022,2018,D42,Crimes Against the Person,Robbery-Other,5,2
29023,2022,D32,Crimes Against the Person,Robbery-Financial,1,1
29024,2019,D33,Controlled Drugs and Substances Act,Other,1,1
29025,2023,D55,Crimes Against Property,Break & Enter-House,7,3
29026,2021,D53,Criminal Code Traffic,Other,3,3
29027,2023,D11,Crimes Against Property,Fraud,39,2
29028,2014,D55,Crimes Against Property,Fraud,6,1
29029,2017,D53,Controlled Drugs and Substances Act,Other,1,1
29030,2022,D55,Crimes Against the Person,Other,20,12
29031,2023,D41,Crimes Against Property,Break & Enter-Apartment,9,7
29032,2017,D53,Controlled Drugs and Substances Act,Other,6,5
29033,2014,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,11
29034,2020,D31,Controlled Drugs and Substances Act,Other,10,7
29035,2017,D11,Criminal Code Traffic,Other,5,5
29036,2014,D43,Crimes Against the Person,Sexual Violation,6,4
29037,2016,D22,Crimes Against the Person,Sexual Violation,3,1
29038,2023,D33,Criminal Code Traffic,Other,9,8
29039,2020,D32,Controlled Drugs and Substances Act,Other,9,8
29040,2014,D43,Crimes Against Property,Other,25,10
29041,2018,D13,Controlled Drugs and Substances Act,Other,1,1
29042,2017,D11,Other Criminal Code Violations,Other,38,36
29043,2018,D32,Other Criminal Code Violations,Other,299,282
29044,2018,D11,Crimes Against Property,Break & Enter-Other,6,1
29045,2015,D43,Crimes Against Property,Theft Under $5000,200,125
29046,2019,D23,Crimes Against the Person,Robbery-Other,53,22
29047,2023,D51,Crimes Against Property,Other,158,47
29048,2015,D41,Crimes Against Property,Break & Enter-Apartment,26,3
29049,2022,D33,Crimes Against the Person,Assault,35,13
29050,2022,D55,Other Criminal Code Violations,Other,45,42
29051,2014,D13,Crimes Against the Person,Other,23,16
29052,2021,D51,Crimes Against Property,Auto Theft,9,3
29053,2018,D32,Crimes Against Property,Theft Under $5000,230,59
29054,2014,D23,Crimes Against Property,Break & Enter-Commercial,9,2
29055,2018,D52,Criminal Code Traffic,Other,6,6
29056,2018,D43,Crimes Against Property,Break & Enter-Other,1,1
29057,2017,D43,Crimes Against Property,Theft Under $5000,131,24
29058,2014,D55,Crimes Against Property,Auto Theft,8,2
29059,2014,D12,Crimes Against the Person,Robbery-Financial,1,1
29060,2021,D51,Crimes Against Property,Break & Enter-House,15,5
29061,2016,D55,Criminal Code Traffic,Other,6,6
29062,2019,D14,Crimes Against the Person,Robbery-Other,7,4
29063,2015,D52,Crimes Against Property,Fraud,97,36
29064,2022,D14,Criminal Code Traffic,Other,4,3
29065,2016,D41,Criminal Code Traffic,Other,39,38
29066,2021,D22,Crimes Against Property,Theft Under $5000,38,3
29067,2018,D43,Crimes Against the Person,Attempt Murder,3,3
29068,2018,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,7
29069,2016,D53,Controlled Drugs and Substances Act,Other,4,4
29070,2020,D32,Crimes Against the Person,Other,9,7
29071,2022,D32,Other Criminal Code Violations,Other,68,48
29072,2018,D14,Crimes Against the Person,Sexual Violation,18,5
29073,2015,D43,Crimes Against Property,Break & Enter-Commercial,21,9
29074,2022,D32,Crimes Against Property,Other,83,19
29075,2015,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
29076,2018,D22,Other Criminal Code Violations,Other,18,17
29077,2020,D33,Crimes Against Property,Break & Enter-Apartment,2,1
29078,2020,D53,Crimes Against the Person,Robbery-Other,11,7
29079,2015,D14,Crimes Against the Person,Robbery-Other,2,2
29080,2017,D41,Crimes Against the Person,Sexual Violation,3,3
29081,2021,D11,Other Criminal Code Violations,Other,3,3
29082,2022,D14,Crimes Against the Person,Assault,202,93
29083,2018,D32,Crimes Against the Person,Sexual Violation,6,3
29084,2017,D31,Criminal Code Traffic,Other,42,41
29085,2021,D43,Crimes Against Property,Other,21,2
29086,2014,D55,Crimes Against Property,Theft Under $5000,114,12
29087,2022,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,3
29088,2016,D23,Crimes Against the Person,Assault,264,165
29089,2021,D14,Crimes Against the Person,Robbery-Other,6,2
29090,2016,D41,Crimes Against the Person,Sexual Violation,5,4
29091,2020,D32,Crimes Against Property,Break & Enter-Other,2,1
29092,2019,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
29093,2023,D42,Other Criminal Code Violations,Other,51,44
29094,2017,D33,Criminal Code Traffic,Other,1,1
29095,2016,D33,Crimes Against Property,Break & Enter-Other,6,4
29096,2022,D23,Crimes Against the Person,Other,42,24
29097,2019,D33,Crimes Against Property,Break & Enter-Other,2,1
29098,2019,D42,Crimes Against Property,Break & Enter-Commercial,11,6
29099,2019,D41,Crimes Against Property,Fraud,9,4
29100,2018,D41,Crimes Against the Person,Assault,9,7
29101,2018,D22,Crimes Against Property,Auto Theft,39,5
29102,2017,D23,Crimes Against the Person,Assault,90,58
29103,2014,D32,Criminal Code Traffic,Other,6,6
29104,2014,D12,Crimes Against the Person,Assault,41,31
29105,2022,D13,Criminal Code Traffic,Other,13,11
29106,2020,D55,Crimes Against Property,Theft Over $5000,5,2
29107,2018,D43,Crimes Against Property,Fraud,36,2
29108,2015,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5
29109,2014,D14,Other Criminal Code Violations,Other,64,60
29110,2019,D32,Crimes Against the Person,Other,19,13
29111,2016,D13,Crimes Against Property,Fraud,17,6
29112,2017,D52,Crimes Against the Person,Other,45,22
29113,2014,D32,Other Federal Statute Violations,Other,2,2
29114,2016,D11,Crimes Against the Person,Assault,75,51
29115,2015,D11,Crimes Against Property,Break & Enter-Apartment,15,6
29116,2015,D42,Criminal Code Traffic,Other,17,17
29117,2014,D22,Other Criminal Code Violations,Other,35,34
29118,2022,D32,Crimes Against the Person,Robbery-Other,10,7
29119,2014,D13,Other Criminal Code Violations,Other,51,48
29120,2020,D33,Crimes Against the Person,Robbery-Financial,2,2
29121,2021,D13,Crimes Against Property,Theft Under $5000,51,2
29122,2023,D55,Crimes Against Property,Break & Enter-House,4,3
29123,2021,D12,Crimes Against Property,Auto Theft,23,3
29124,2017,D51,Crimes Against the Person,Assault,113,77
29125,2016,D11,Crimes Against Property,Fraud,47,11
29126,2015,D22,Crimes Against Property,Fraud,39,10
29127,2016,D31,Other Federal Statute Violations,Other,1,1
29128,2021,D31,Crimes Against Property,Break & Enter-Apartment,13,3
29129,2017,D42,Criminal Code Traffic,Other,17,17
29130,2023,D13,Crimes Against Property,Theft Under $5000,331,49
29131,2014,D53,Crimes Against Property,Break & Enter-Commercial,16,7
29132,2023,D33,Crimes Against the Person,Robbery-Other,5,1
29133,2020,D43,Crimes Against Property,Theft Under $5000,162,52
29134,2023,D32,Crimes Against Property,Fraud,64,2
29135,2021,D55,Crimes Against Property,Break & Enter-Other,1,1
29136,2016,D11,Crimes Against the Person,Robbery-Financial,1,1
29137,2022,D32,Crimes Against Property,Theft Over $5000,14,2
29138,2023,D41,Criminal Code Traffic,Other,4,4
29139,2014,D55,Other Criminal Code Violations,Other,64,61
29140,2020,D22,Crimes Against Property,Break & Enter-Apartment,13,5
29141,2015,D11,Crimes Against the Person,Sexual Violation,4,2
29142,2017,D32,Crimes Against Property,Auto Theft,39,5
29143,2021,D43,Other Criminal Code Violations,Other,75,58
29144,2016,D51,Crimes Against Property,Fraud,123,22
29145,2023,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,62,47
29146,2022,D11,Crimes Against the Person,Sexual Violation,34,15
29147,2023,D55,Crimes Against Property,Break & Enter-House,7,3
29148,2018,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,38,34
29149,2016,D55,Other Criminal Code Violations,Other,1,1
29150,2020,D22,Crimes Against the Person,Robbery-Financial,1,1
29151,2022,D22,Crimes Against Property,Other,49,9
29152,2022,D13,Crimes Against Property,Theft Under $5000,524,62
29153,2017,D23,Crimes Against Property,Theft Under $5000,39,2
29154,2017,D42,Other Criminal Code Violations,Other,21,17
29155,2020,D41,Controlled Drugs and Substances Act,Other,2,2
29156,2017,D53,Crimes Against Property,Break & Enter-House,33,1
29157,2022,D14,Criminal Code Traffic,Other,24,21
29158,2020,NSA,Crimes Against Property,Break & Enter-Apartment,17,3
29159,2016,D43,Crimes Against Property,Theft Under $5000,75,21
29160,2018,D41,Crimes Against the Person,Robbery-Financial,1,1
29161,2015,D23,Crimes Against Property,Break & Enter-Commercial,3,1
29162,2022,D42,Criminal Code Traffic,Other,26,24
29163,2018,D32,Controlled Drugs and Substances Act,Other,7,7
29164,2015,D53,Crimes Against Property,Break & Enter-House,4,1
29165,2018,D31,Crimes Against the Person,Attempt Murder,5,3
29166,2016,D41,Crimes Against the Person,Assault,169,125
29167,2016,D22,Crimes Against Property,Other,69,16
29168,2021,D42,Crimes Against the Person,Robbery-Financial,1,1
29169,2022,D43,Crimes Against the Person,Robbery-Other,10,4
29170,2022,D43,Crimes Against the Person,Attempt Murder,1,1
29171,2019,D23,Crimes Against Property,Break & Enter-Other,9,1
29172,2015,D43,Crimes Against the Person,Other,2,2
29173,2017,D43,Controlled Drugs and Substances Act,Other,36,32
29174,2019,D41,Crimes Against the Person,Assault,55,42
29175,2017,D11,Crimes Against Property,Other,6,1
29176,2022,D32,Crimes Against Property,Theft Over $5000,29,6
29177,2022,D52,Crimes Against the Person,Other,24,14
29178,2016,D14,Crimes Against Property,Break & Enter-House,17,2
29179,2017,D31,Crimes Against the Person,Robbery-Other,58,19
29180,2014,D42,Crimes Against the Person,Robbery-Other,27,18
29181,2018,D43,Crimes Against Property,Auto Theft,34,11
29182,2016,D31,Criminal Code Traffic,Other,20,19
29183,2020,D23,Crimes Against the Person,Other,22,6
29184,2016,D13,Crimes Against Property,Break & Enter-House,11,1
29185,2018,D22,Criminal Code Traffic,Other,1,1
29186,2020,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
29187,2016,D33,Crimes Against Property,Break & Enter-Apartment,11,1
29188,2014,D23,Crimes Against Property,Theft Over $5000,5,1
29189,2022,D23,Crimes Against Property,Theft Under $5000,1,1
29190,2014,D33,Crimes Against the Person,Other,20,13
29191,2018,D12,Crimes Against the Person,Sexual Violation,11,5
29192,2023,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2
29193,2023,D13,Crimes Against the Person,Assault,79,56
29194,2014,D32,Crimes Against the Person,Sexual Violation,17,10
29195,2021,D53,Crimes Against Property,Break & Enter-House,13,1
29196,2018,D53,Other Criminal Code Violations,Other,7,6
29197,2016,D32,Crimes Against Property,Fraud,6,1
29198,2016,D11,Crimes Against Property,Theft Under $5000,238,69
29199,2023,D41,Crimes Against Property,Theft Under $5000,1069,235
29200,2020,D51,Criminal Code Traffic,Other,21,17
29201,2017,D51,Crimes Against the Person,Assault,272,173
29202,2018,D12,Criminal Code Traffic,Other,13,13
29203,2018,D42,Crimes Against the Person,Assault,96,61
29204,2020,D43,Criminal Code Traffic,Other,7,5
29205,2016,D22,Crimes Against the Person,Assault,56,41
29206,2014,D42,Crimes Against Property,Break & Enter-House,3,3
29207,2021,D31,Crimes Against the Person,Robbery-Other,16,11
29208,2019,D53,Crimes Against Property,Auto Theft,8,1
29209,2023,D55,Crimes Against Property,Break & Enter-House,5,3
29210,2022,D52,Crimes Against the Person,Assault,417,261
29211,2014,D22,Crimes Against Property,Fraud,25,9
29212,2022,D22,Crimes Against Property,Break & Enter-Apartment,19,1
29213,2020,D53,Crimes Against Property,Theft Under $5000,101,2
29214,2022,D11,Crimes Against Property,Break & Enter-Apartment,4,3
29215,2016,D55,Crimes Against the Person,Assault,71,35
29216,2022,D13,Criminal Code Traffic,Other,2,2
29217,2023,D13,Crimes Against the Person,Robbery-Other,11,6
29218,2021,D31,Criminal Code Traffic,Other,14,13
29219,2018,D13,Crimes Against the Person,Assault,15,11
29220,2019,D42,Crimes Against Property,Auto Theft,22,1
29221,2014,D51,Crimes Against Property,Break & Enter-Commercial,14,1
29222,2014,D42,Crimes Against Property,Break & Enter-Other,1,1
29223,2019,D55,Crimes Against the Person,Assault,41,30
29224,2020,D53,Crimes Against Property,Theft Under $5000,33,4
29225,2018,D43,Crimes Against the Person,Robbery-Other,13,7
29226,2023,D42,Crimes Against Property,Theft Over $5000,24,1
29227,2021,D32,Crimes Against Property,Auto Theft,98,4
29228,2020,D14,Other Criminal Code Violations,Other,24,16
29229,2020,D12,Crimes Against the Person,Sexual Violation,10,3
29230,2020,D12,Crimes Against Property,Break & Enter-Apartment,6,2
29231,2014,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
29232,2021,D43,Crimes Against the Person,Other,10,5
29233,2015,D41,Crimes Against the Person,Assault,144,89
29234,2016,D12,Crimes Against Property,Break & Enter-House,3,2
29235,2015,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6
29236,2022,D55,Crimes Against the Person,Other,19,9
29237,2022,D43,Crimes Against Property,Other,78,12
29238,2016,D33,Crimes Against Property,Break & Enter-Commercial,5,2
29239,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4
29240,2019,D53,Crimes Against Property,Break & Enter-House,17,1
29241,2015,D11,Other Criminal Code Violations,Other,69,67
29242,2015,D41,Crimes Against Property,Other,114,51
29243,2020,D12,Other Criminal Code Violations,Other,15,14
29244,2015,D33,Crimes Against Property,Theft Over $5000,3,1
29245,2023,D43,Crimes Against Property,Break & Enter-Other,3,1
29246,2016,D42,Crimes Against Property,Auto Theft,16,1
29247,2016,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,23
29248,2022,D53,Crimes Against the Person,Assault,7,1
29249,2017,D13,Crimes Against Property,Break & Enter-House,14,1
29250,2017,D55,Controlled Drugs and Substances Act,Other,20,20
29251,2018,D33,Crimes Against Property,Theft Over $5000,11,1
29252,2022,D13,Crimes Against Property,Break & Enter-Apartment,6,2
29253,2021,D55,Crimes Against the Person,Assault,86,46
29254,2021,D32,Crimes Against Property,Theft Under $5000,104,3
29255,2016,D42,Crimes Against the Person,Robbery-Other,5,1
29256,2015,D55,Other Criminal Code Violations,Other,23,23
29257,2022,D22,Crimes Against Property,Fraud,42,1
29258,2023,D23,Crimes Against Property,Other,290,67
29259,2017,D13,Crimes Against Property,Break & Enter-Commercial,8,8
29260,2017,D41,Crimes Against Property,Theft Under $5000,26,4
29261,2017,D14,Crimes Against the Person,Robbery-Other,48,21
29262,2018,D42,Crimes Against the Person,Robbery-Other,9,2
29263,2016,D13,Crimes Against the Person,Robbery-Other,1,1
29264,2022,D11,Crimes Against Property,Break & Enter-Other,3,1
29265,2015,D43,Crimes Against Property,Other,3,3
29266,2014,D22,Crimes Against the Person,Attempt Murder,1,1
29267,2023,D31,Crimes Against Property,Other,31,6
29268,2023,D12,Crimes Against the Person,Robbery-Other,8,5
29269,2019,D23,Crimes Against the Person,Other,48,31
29270,2019,D51,Crimes Against the Person,Attempt Murder,1,1
29271,2016,D14,Crimes Against Property,Break & Enter-Apartment,14,1
29272,2018,D55,Crimes Against Property,Auto Theft,11,1
29273,2021,D51,Crimes Against Property,Break & Enter-Commercial,16,2
29274,2023,D41,Crimes Against the Person,Assault,199,120
29275,2020,D43,Crimes Against the Person,Robbery-Other,25,11
29276,2019,D31,Crimes Against Property,Theft Over $5000,4,1
29277,2014,D32,Crimes Against Property,Other,22,3
29278,2021,D42,Crimes Against Property,Other,35,9
29279,2015,D12,Crimes Against Property,Theft Under $5000,119,29
29280,2019,D41,Crimes Against Property,Break & Enter-Other,3,1
29281,2023,D22,Other Criminal Code Violations,Other,49,31
29282,2019,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,19
29283,2014,D55,Controlled Drugs and Substances Act,Other,81,79
29284,2014,D23,Crimes Against the Person,Attempt Murder,2,2
29285,2015,D11,Crimes Against Property,Other,82,25
29286,2023,D33,Crimes Against Property,Theft Under $5000,547,109
29287,2019,D41,Controlled Drugs and Substances Act,Other,8,7
29288,2016,D32,Crimes Against the Person,Assault,78,47
29289,2022,D22,Crimes Against Property,Fraud,36,2
29290,2015,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
29291,2018,D52,Crimes Against the Person,Robbery-Other,4,2
29292,2014,D52,Other Criminal Code Violations,Other,18,17
29293,2014,D42,Crimes Against Property,Break & Enter-House,22,1
29294,2014,D51,Controlled Drugs and Substances Act,Other,37,36
29295,2015,D22,Controlled Drugs and Substances Act,Other,10,9
29296,2014,D14,Crimes Against Property,Auto Theft,15,7
29297,2023,D12,Crimes Against the Person,Other,10,3
29298,2020,D53,Crimes Against the Person,Sexual Violation,3,3
